,URL,Category,RawCategory,MatchCategory,""""
49,www.viator.com/Athens-tours/Walking-Tours/d496-g16-c56,Walking Tours,/Athens-tours/Walking-Tours/d496-g16-c56,Walking-Tours,"""www.viator.com/Athens-tours/Walking-Tours/d496-g16-c56"""
50,www.viator.com/Athens-tours/Historical-and-Heritage-Tours/d496-g4-c12,Historical Tours,/Athens-tours/Historical-and-Heritage-Tours/d496-g4-c12,Historical-and-Heritage-Tours,"""www.viator.com/Athens-tours/Historical-and-Heritage-Tours/d496-g4-c12"""
51,www.viator.com/Athens-tours/Full-day-Tours/d496-g12-c94,Full-day Tours,/Athens-tours/Full-day-Tours/d496-g12-c94,Full-day-Tours,"""www.viator.com/Athens-tours/Full-day-Tours/d496-g12-c94"""
52,www.viator.com/Athens-tours/Bus-and-Minivan-Tours/d496-g12-c98,Bus Tours,/Athens-tours/Bus-and-Minivan-Tours/d496-g12-c98,Bus-and-Minivan-Tours,"""www.viator.com/Athens-tours/Bus-and-Minivan-Tours/d496-g12-c98"""
53,www.viator.com/Athens-tours/Port-Transfers/d496-g24-c4032,Shore Excursions,/Athens-tours/Port-Transfers/d496-g24-c4032,Port-Transfers,"""www.viator.com/Athens-tours/Port-Transfers/d496-g24-c4032"""
54,www.viator.com/Athens-tours/Luxury-Tours/d496-g25-c113,Private and Luxury,/Athens-tours/Luxury-Tours/d496-g25-c113,Luxury-Tours,"""www.viator.com/Athens-tours/Luxury-Tours/d496-g25-c113"""
55,www.viator.com/Athens-tours/Archaeology-Tours/d496-g4-c5332,Archaeology Tours,/Athens-tours/Archaeology-Tours/d496-g4-c5332,Archaeology-Tours,"""www.viator.com/Athens-tours/Archaeology-Tours/d496-g4-c5332"""
56,www.viator.com/Athens-tours/Airport-and-Ground-Transfers/d496-g15-c52,Airport & Hotel Transfers,/Athens-tours/Airport-and-Ground-Transfers/d496-g15-c52,Airport-and-Ground-Transfers,"""www.viator.com/Athens-tours/Airport-and-Ground-Transfers/d496-g15-c52"""
57,www.viator.com/Athens-tours/Sightseeing/d496-tag21725,Sightseeing Tours,/Athens-tours/Sightseeing/d496-tag21725,Sightseeing,"""www.viator.com/Athens-tours/Sightseeing/d496-tag21725"""
58,www.viator.com/Athens-tours/Ports-of-Call-Tours/d496-g24-c89,Ports of Call Tours,/Athens-tours/Ports-of-Call-Tours/d496-g24-c89,Ports-of-Call-Tours,"""www.viator.com/Athens-tours/Ports-of-Call-Tours/d496-g24-c89"""
59,www.viator.com/Athens-tours/Multi-day-Tours/d496-g20-c85,Multi-day Tours,/Athens-tours/Multi-day-Tours/d496-g20-c85,Multi-day-Tours,"""www.viator.com/Athens-tours/Multi-day-Tours/d496-g20-c85"""
60,www.viator.com/Athens-tours/Cultural-Tours/d496-g4-c11,Cultural Tours,/Athens-tours/Cultural-Tours/d496-g4-c11,Cultural-Tours,"""www.viator.com/Athens-tours/Cultural-Tours/d496-g4-c11"""
61,www.viator.com/Athens-tours/Sailing-Trips/d496-g3-c10,Sailing,/Athens-tours/Sailing-Trips/d496-g3-c10,Sailing-Trips,"""www.viator.com/Athens-tours/Sailing-Trips/d496-g3-c10"""
62,www.viator.com/Athens-tours/Port-Transfers/d496-g15-c112,Port Transfers,/Athens-tours/Port-Transfers/d496-g15-c112,Port-Transfers,"""www.viator.com/Athens-tours/Port-Transfers/d496-g15-c112"""
63,www.viator.com/Athens-tours/Day-Cruises/d496-g3-c7,Day Cruises,/Athens-tours/Day-Cruises/d496-g3-c7,Day-Cruises,"""www.viator.com/Athens-tours/Day-Cruises/d496-g3-c7"""
64,www.viator.com/Athens-tours/City-Tours/d496-g12-c5330,City Tours,/Athens-tours/City-Tours/d496-g12-c5330,City-Tours,"""www.viator.com/Athens-tours/City-Tours/d496-g12-c5330"""
65,www.viator.com/Athens-tours/Hop-on-Hop-off-Tours/d496-g12-c97,Hop on Hop Off Buses,/Athens-tours/Hop-on-Hop-off-Tours/d496-g12-c97,Hop-on-Hop-off-Tours,"""www.viator.com/Athens-tours/Hop-on-Hop-off-Tours/d496-g12-c97"""
67,www.viator.com/Athens-tours/Art-and-Culture/d496-tag21910,Art & Culture,/Athens-tours/Art-and-Culture/d496-tag21910,Art-and-Culture,"""www.viator.com/Athens-tours/Art-and-Culture/d496-tag21910"""
68,www.viator.com/Athens-tours/Classes-and-Workshops/d496-g26051,Classes & Workshops,/Athens-tours/Classes-and-Workshops/d496-g26051,Classes-and-Workshops,"""www.viator.com/Athens-tours/Classes-and-Workshops/d496-g26051"""
69,www.viator.com/Athens-tours/Food-Wine-and-Nightlife/d496-g6,Food & Drink,/Athens-tours/Food-Wine-and-Nightlife/d496-g6,Food-Wine-and-Nightlife,"""www.viator.com/Athens-tours/Food-Wine-and-Nightlife/d496-g6"""
70,www.viator.com/Athens-tours/LTSO-Viator-Market-Driven-Merchandising/d496-tag22083,Likely To Sell Out,/Athens-tours/LTSO-Viator-Market-Driven-Merchandising/d496-tag22083,LTSO-Viator-Market-Driven-Merchandising,"""www.viator.com/Athens-tours/LTSO-Viator-Market-Driven-Merchandising/d496-tag22083"""
71,www.viator.com/Athens-tours/Outdoor-Activities/d496-g9,Outdoor Activities,/Athens-tours/Outdoor-Activities/d496-g9,Outdoor-Activities,"""www.viator.com/Athens-tours/Outdoor-Activities/d496-g9"""
72,www.viator.com/Athens-tours/Seasonal-and-Special-Occasions/d496-tag21916,Seasonal & Special Occasions,/Athens-tours/Seasonal-and-Special-Occasions/d496-tag21916,Seasonal-and-Special-Occasions,"""www.viator.com/Athens-tours/Seasonal-and-Special-Occasions/d496-tag21916"""
73,www.viator.com/Athens-tours/Sightseeing-Tickets-and-Passes/d496-g8,Tickets & Passes,/Athens-tours/Sightseeing-Tickets-and-Passes/d496-g8,Sightseeing-Tickets-and-Passes,"""www.viator.com/Athens-tours/Sightseeing-Tickets-and-Passes/d496-g8"""
74,www.viator.com/Athens-tours/Tours-and-Sightseeing/d496-g12,"Tours, Sightseeing & Cruises",/Athens-tours/Tours-and-Sightseeing/d496-g12,Tours-and-Sightseeing,"""www.viator.com/Athens-tours/Tours-and-Sightseeing/d496-g12"""
75,www.viator.com/Athens-tours/Transfers-and-Ground-Transport/d496-g15,Travel & Transportation Services,/Athens-tours/Transfers-and-Ground-Transport/d496-g15,Transfers-and-Ground-Transport,"""www.viator.com/Athens-tours/Transfers-and-Ground-Transport/d496-g15"""
76,www.viator.com/Athens-tours/Unique-Experiences/d496-g50127-c50128,Unique Experiences,/Athens-tours/Unique-Experiences/d496-g50127-c50128,Unique-Experiences,"""www.viator.com/Athens-tours/Unique-Experiences/d496-g50127-c50128"""
88,www.viator.com/Barcelona/d562-ttd,Global,/Global/Global,Global,"""www.viator.com/Barcelona/d562-ttd"""
89,www.viator.com/Barcelona-tours/Full-day-Tours/d562-g12-c94,Full-day Tours,/Barcelona-tours/Full-day-Tours/d562-g12-c94,Full-day-Tours,"""www.viator.com/Barcelona-tours/Full-day-Tours/d562-g12-c94"""
90,www.viator.com/Barcelona-tours/City-Tours/d562-g12-c5330,City Tours,/Barcelona-tours/City-Tours/d562-g12-c5330,City-Tours,"""www.viator.com/Barcelona-tours/City-Tours/d562-g12-c5330"""
91,www.viator.com/Barcelona-tours/Half-day-Tours/d562-g12-c95,Half-day Tours,/Barcelona-tours/Half-day-Tours/d562-g12-c95,Half-day-Tours,"""www.viator.com/Barcelona-tours/Half-day-Tours/d562-g12-c95"""
92,www.viator.com/Barcelona-tours/Private-Sightseeing-Tours/d562-g26-c116,Private Sightseeing Tours,/Barcelona-tours/Private-Sightseeing-Tours/d562-g26-c116,Private-Sightseeing-Tours,"""www.viator.com/Barcelona-tours/Private-Sightseeing-Tours/d562-g26-c116"""
93,www.viator.com/Barcelona-tours/Luxury-Tours/d562-g25-c113,Private and Luxury,/Barcelona-tours/Luxury-Tours/d562-g25-c113,Luxury-Tours,"""www.viator.com/Barcelona-tours/Luxury-Tours/d562-g25-c113"""
94,www.viator.com/Barcelona-tours/Cultural-Tours/d562-g4-c11,Cultural Tours,/Barcelona-tours/Cultural-Tours/d562-g4-c11,Cultural-Tours,"""www.viator.com/Barcelona-tours/Cultural-Tours/d562-g4-c11"""
95,www.viator.com/Barcelona-tours/Walking-Tours/d562-g16-c56,Walking Tours,/Barcelona-tours/Walking-Tours/d562-g16-c56,Walking-Tours,"""www.viator.com/Barcelona-tours/Walking-Tours/d562-g16-c56"""
96,www.viator.com/Barcelona-tours/Cruises-Sailing-and-Water-Tours/d562-g3,Cruises & Sailing,/Barcelona-tours/Cruises-Sailing-and-Water-Tours/d562-g3,Cruises-Sailing-and-Water-Tours,"""www.viator.com/Barcelona-tours/Cruises-Sailing-and-Water-Tours/d562-g3"""
97,www.viator.com/Barcelona-tours/Bus-and-Minivan-Tours/d562-g12-c98,Bus Tours,/Barcelona-tours/Bus-and-Minivan-Tours/d562-g12-c98,Bus-and-Minivan-Tours,"""www.viator.com/Barcelona-tours/Bus-and-Minivan-Tours/d562-g12-c98"""
98,www.viator.com/Barcelona-tours/Historical-and-Heritage-Tours/d562-g4-c12,Historical Tours,/Barcelona-tours/Historical-and-Heritage-Tours/d562-g4-c12,Historical-and-Heritage-Tours,"""www.viator.com/Barcelona-tours/Historical-and-Heritage-Tours/d562-g4-c12"""
99,www.viator.com/Barcelona-tours/Sightseeing/d562-tag21725,Sightseeing Tours,/Barcelona-tours/Sightseeing/d562-tag21725,Sightseeing,"""www.viator.com/Barcelona-tours/Sightseeing/d562-tag21725"""
100,www.viator.com/Barcelona-tours/Airport-and-Ground-Transfers/d562-g15-c52,Airport & Hotel Transfers,/Barcelona-tours/Airport-and-Ground-Transfers/d562-g15-c52,Airport-and-Ground-Transfers,"""www.viator.com/Barcelona-tours/Airport-and-Ground-Transfers/d562-g15-c52"""
101,www.viator.com/Barcelona-tours/Bike-and-Mountain-Bike-Tours/d562-g16-c55,Mountain Bike Tours,/Barcelona-tours/Bike-and-Mountain-Bike-Tours/d562-g16-c55,Bike-and-Mountain-Bike-Tours,"""www.viator.com/Barcelona-tours/Bike-and-Mountain-Bike-Tours/d562-g16-c55"""
102,www.viator.com/Barcelona-tours/Literary-Art-and-Music-Tours/d562-g4-c14,Art Tours,/Barcelona-tours/Literary-Art-and-Music-Tours/d562-g4-c14,Literary-Art-and-Music-Tours,"""www.viator.com/Barcelona-tours/Literary-Art-and-Music-Tours/d562-g4-c14"""
103,www.viator.com/Barcelona-tours/Cooking-Classes/d562-g6-c19,Cooking Classes,/Barcelona-tours/Cooking-Classes/d562-g6-c19,Cooking-Classes,"""www.viator.com/Barcelona-tours/Cooking-Classes/d562-g6-c19"""
104,www.viator.com/Barcelona-tours/Catamaran-Cruises/d562-g3-c32016,Catamaran Cruises,/Barcelona-tours/Catamaran-Cruises/d562-g3-c32016,Catamaran-Cruises,"""www.viator.com/Barcelona-tours/Catamaran-Cruises/d562-g3-c32016"""
105,www.viator.com/Barcelona-tours/Flamenco/d562-g11-c33280,Flamenco Performance,/Barcelona-tours/Flamenco/d562-g11-c33280,Flamenco,"""www.viator.com/Barcelona-tours/Flamenco/d562-g11-c33280"""
106,www.viator.com/Barcelona-tours/Sunset-Cruises/d562-g3-c5638,Sunset Cruises,/Barcelona-tours/Sunset-Cruises/d562-g3-c5638,Sunset-Cruises,"""www.viator.com/Barcelona-tours/Sunset-Cruises/d562-g3-c5638"""
107,www.viator.com/Barcelona-tours/Skip-the-Line-Tours/d562-g12-c5329,Skip the line Tickets,/Barcelona-tours/Skip-the-Line-Tours/d562-g12-c5329,Skip-the-Line-Tours,"""www.viator.com/Barcelona-tours/Skip-the-Line-Tours/d562-g12-c5329"""
108,www.viator.com/Barcelona-tours/Port-Transfers/d562-g15-c112,Port Transfers,/Barcelona-tours/Port-Transfers/d562-g15-c112,Port-Transfers,"""www.viator.com/Barcelona-tours/Port-Transfers/d562-g15-c112"""
109,www.viator.com/Barcelona-tours/Museum-Tickets-and-Passes/d562-g8-c31,Museum Tickets & Passes,/Barcelona-tours/Museum-Tickets-and-Passes/d562-g8-c31,Museum-Tickets-and-Passes,"""www.viator.com/Barcelona-tours/Museum-Tickets-and-Passes/d562-g8-c31"""
111,www.viator.com/Barcelona-tours/Art-and-Culture/d562-tag21910,Art & Culture,/Barcelona-tours/Art-and-Culture/d562-tag21910,Art-and-Culture,"""www.viator.com/Barcelona-tours/Art-and-Culture/d562-tag21910"""
112,www.viator.com/Barcelona-tours/Classes-and-Workshops/d562-g26051,Classes & Workshops,/Barcelona-tours/Classes-and-Workshops/d562-g26051,Classes-and-Workshops,"""www.viator.com/Barcelona-tours/Classes-and-Workshops/d562-g26051"""
113,www.viator.com/Barcelona-tours/Food-Wine-and-Nightlife/d562-g6,Food & Drink,/Barcelona-tours/Food-Wine-and-Nightlife/d562-g6,Food-Wine-and-Nightlife,"""www.viator.com/Barcelona-tours/Food-Wine-and-Nightlife/d562-g6"""
114,www.viator.com/Barcelona-tours/LTSO-Viator-Market-Driven-Merchandising/d562-tag22083,Likely To Sell Out,/Barcelona-tours/LTSO-Viator-Market-Driven-Merchandising/d562-tag22083,LTSO-Viator-Market-Driven-Merchandising,"""www.viator.com/Barcelona-tours/LTSO-Viator-Market-Driven-Merchandising/d562-tag22083"""
115,www.viator.com/Barcelona-tours/Outdoor-Activities/d562-g9,Outdoor Activities,/Barcelona-tours/Outdoor-Activities/d562-g9,Outdoor-Activities,"""www.viator.com/Barcelona-tours/Outdoor-Activities/d562-g9"""
116,www.viator.com/Barcelona-tours/Seasonal-and-Special-Occasions/d562-tag21916,Seasonal & Special Occasions,/Barcelona-tours/Seasonal-and-Special-Occasions/d562-tag21916,Seasonal-and-Special-Occasions,"""www.viator.com/Barcelona-tours/Seasonal-and-Special-Occasions/d562-tag21916"""
117,www.viator.com/Barcelona-tours/Sightseeing-Tickets-and-Passes/d562-g8,Tickets & Passes,/Barcelona-tours/Sightseeing-Tickets-and-Passes/d562-g8,Sightseeing-Tickets-and-Passes,"""www.viator.com/Barcelona-tours/Sightseeing-Tickets-and-Passes/d562-g8"""
118,www.viator.com/Barcelona-tours/Tours-and-Sightseeing/d562-g12,"Tours, Sightseeing & Cruises",/Barcelona-tours/Tours-and-Sightseeing/d562-g12,Tours-and-Sightseeing,"""www.viator.com/Barcelona-tours/Tours-and-Sightseeing/d562-g12"""
119,www.viator.com/Barcelona-tours/Transfers-and-Ground-Transport/d562-g15,Travel & Transportation Services,/Barcelona-tours/Transfers-and-Ground-Transport/d562-g15,Transfers-and-Ground-Transport,"""www.viator.com/Barcelona-tours/Transfers-and-Ground-Transport/d562-g15"""
120,www.viator.com/Barcelona-tours/Unique-Experiences/d562-g50127-c50128,Unique Experiences,/Barcelona-tours/Unique-Experiences/d562-g50127-c50128,Unique-Experiences,"""www.viator.com/Barcelona-tours/Unique-Experiences/d562-g50127-c50128"""
132,www.viator.com/Berlin/d488-ttd,Global,/Global/Global,Global,"""www.viator.com/Berlin/d488-ttd"""
133,www.viator.com/Berlin-tours/Private-Sightseeing-Tours/d488-g26-c116,Private Sightseeing Tours,/Berlin-tours/Private-Sightseeing-Tours/d488-g26-c116,Private-Sightseeing-Tours,"""www.viator.com/Berlin-tours/Private-Sightseeing-Tours/d488-g26-c116"""
134,www.viator.com/Berlin-tours/Walking-Tours/d488-g16-c56,Walking Tours,/Berlin-tours/Walking-Tours/d488-g16-c56,Walking-Tours,"""www.viator.com/Berlin-tours/Walking-Tours/d488-g16-c56"""
135,www.viator.com/Berlin-tours/Cultural-Tours/d488-g4-c11,Cultural Tours,/Berlin-tours/Cultural-Tours/d488-g4-c11,Cultural-Tours,"""www.viator.com/Berlin-tours/Cultural-Tours/d488-g4-c11"""
136,www.viator.com/Berlin-tours/Half-day-Tours/d488-g12-c95,Half-day Tours,/Berlin-tours/Half-day-Tours/d488-g12-c95,Half-day-Tours,"""www.viator.com/Berlin-tours/Half-day-Tours/d488-g12-c95"""
137,www.viator.com/Berlin-tours/Bus-and-Minivan-Tours/d488-g12-c98,Bus Tours,/Berlin-tours/Bus-and-Minivan-Tours/d488-g12-c98,Bus-and-Minivan-Tours,"""www.viator.com/Berlin-tours/Bus-and-Minivan-Tours/d488-g12-c98"""
138,www.viator.com/Berlin-tours/City-Tours/d488-g12-c5330,City Tours,/Berlin-tours/City-Tours/d488-g12-c5330,City-Tours,"""www.viator.com/Berlin-tours/City-Tours/d488-g12-c5330"""
139,www.viator.com/Berlin-tours/Day-Trips/d488-g5-c15,Day Trips,/Berlin-tours/Day-Trips/d488-g5-c15,Day-Trips,"""www.viator.com/Berlin-tours/Day-Trips/d488-g5-c15"""
140,www.viator.com/Berlin-tours/Historical-and-Heritage-Tours/d488-g4-c12,Historical Tours,/Berlin-tours/Historical-and-Heritage-Tours/d488-g4-c12,Historical-and-Heritage-Tours,"""www.viator.com/Berlin-tours/Historical-and-Heritage-Tours/d488-g4-c12"""
141,www.viator.com/Berlin-tours/Luxury-Tours/d488-g25-c113,Private and Luxury,/Berlin-tours/Luxury-Tours/d488-g25-c113,Luxury-Tours,"""www.viator.com/Berlin-tours/Luxury-Tours/d488-g25-c113"""
142,www.viator.com/Berlin-tours/Sightseeing/d488-tag21725,Sightseeing Tours,/Berlin-tours/Sightseeing/d488-tag21725,Sightseeing,"""www.viator.com/Berlin-tours/Sightseeing/d488-tag21725"""
143,www.viator.com/Berlin-tours/Bike-and-Mountain-Bike-Tours/d488-g16-c55,Mountain Bike Tours,/Berlin-tours/Bike-and-Mountain-Bike-Tours/d488-g16-c55,Bike-and-Mountain-Bike-Tours,"""www.viator.com/Berlin-tours/Bike-and-Mountain-Bike-Tours/d488-g16-c55"""
144,www.viator.com/Berlin-tours/Cruises-Sailing-and-Water-Tours/d488-g3,Cruises & Sailing,/Berlin-tours/Cruises-Sailing-and-Water-Tours/d488-g3,Cruises-Sailing-and-Water-Tours,"""www.viator.com/Berlin-tours/Cruises-Sailing-and-Water-Tours/d488-g3"""
145,www.viator.com/Berlin-tours/Hop-on-Hop-off-Tours/d488-g12-c97,Hop on Hop Off Buses,/Berlin-tours/Hop-on-Hop-off-Tours/d488-g12-c97,Hop-on-Hop-off-Tours,"""www.viator.com/Berlin-tours/Hop-on-Hop-off-Tours/d488-g12-c97"""
146,www.viator.com/Berlin-tours/Port-Transfers/d488-g24-c4032,Shore Excursions,/Berlin-tours/Port-Transfers/d488-g24-c4032,Port-Transfers,"""www.viator.com/Berlin-tours/Port-Transfers/d488-g24-c4032"""
